Transaction_ID,Date_ID,Customer_ID,Merchant_ID,Payment_Method_ID,Location_ID,Transaction_Amount,Transaction_Status,Transaction_Reference
48225,20240309,306,123,3,10,125.21,Success,TXN5779041519
48226,20250927,96,38,2,7,27299.99,Success,TXN0688756624
48227,20250810,107,150,1,7,1872.54,Success,TXN1387259052
48228,20260627,59,188,2,7,7123.96,Success,TXN5403975335
48229,20240205,73,155,4,7,156.59,Success,TXN2756494371
48230,20240823,153,122,5,3,2211.77,Success,TXN8304625920
48231,20240408,365,160,3,10,187.51,Success,TXN4481424042
48232,20250906,396,183,1,7,449.65,Success,TXN8315396451
48233,20251111,451,42,1,5,80.28,Success,TXN6732896840
48234,20260605,487,42,1,4,1745.76,Success,TXN9276805953
48235,20240919,30,139,1,1,93.86,Success,TXN8130703597
48236,20240603,45,3,2,6,1434.92,Success,TXN3831740491
48237,20261101,271,28,1,3,5916.82,Success,TXN8628010236
48238,20260926,466,147,6,3,122.5,Success,TXN2149633619
48239,20260525,188,128,1,1,257.47,Success,TXN6416559651
48240,20250213,21,17,3,4,5637.6,Success,TXN5918046689
48241,20240713,107,148,4,6,56.41,Success,TXN8341106011
48242,20250719,47,51,4,8,371.7,Success,TXN2557029266
48243,20241107,408,141,1,3,68.68,Success,TXN7703727672
48244,20251213,79,146,1,7,2488.71,Success,TXN9530789503
48245,20250312,146,111,1,2,938.48,Success,TXN6001380300
48246,20241208,69,114,1,7,1578.47,Success,TXN8044158395
48247,20250719,437,47,1,6,5438.24,Success,TXN8307360138
48248,20250701,142,110,5,3,918.74,Failed,TXN7655732453
48249,20240529,447,52,6,8,1162.48,Success,TXN8591544249
48250,20261106,317,171,1,10,1992.64,Success,TXN7101737767
48251,20250814,291,31,3,5,1328.62,Success,TXN6427868298
48252,20260418,226,109,2,2,391.39,Success,TXN4373893154
48253,20250422,174,198,1,8,7132.8,Failed,TXN2261361625
48254,20241220,496,90,4,7,296.57,Success,TXN4902828338
48255,20260628,387,189,1,6,9797.57,Success,TXN1642962739
48256,20250922,197,101,3,1,476.92,Success,TXN5961672720
48257,20261010,21,25,1,5,1988.34,Success,TXN2367575573
48258,20260308,166,143,2,2,31375.87,Success,TXN8029363896
48259,20250508,129,5,3,10,215.93,Success,TXN3275473479
48260,20260104,195,45,6,2,527.13,Success,TXN7598904054
48261,20260423,237,174,2,5,363.4,Success,TXN2787692722
48262,20240831,433,23,3,2,118.29,Success,TXN0650453749
48263,20250514,257,124,3,2,1446.9,Success,TXN6063462801
48264,20260318,179,116,2,4,646.89,Success,TXN1684733012
48265,20251210,70,153,1,6,150.9,Success,TXN7253047164
48266,20260325,1,159,2,6,6543.25,Success,TXN3371854921
48267,20250317,243,42,1,6,4999.03,Success,TXN0688719065
48268,20250312,157,80,2,10,1925.96,Success,TXN8813284807
48269,20261101,122,39,5,10,402.79,Success,TXN1160088625
48270,20250802,366,53,1,6,1036.66,Success,TXN2022831585
48271,20240809,24,69,5,3,9912.81,Success,TXN5645595746
48272,20260718,163,164,2,1,465.41,Success,TXN6214202804
48273,20260417,244,161,1,4,6459.06,Success,TXN9088772467
48274,20240417,8,143,1,1,6620.68,Success,TXN8806152541
48275,20260202,418,29,1,5,624.61,Success,TXN2391938708
48276,20241130,210,66,1,3,463.6,Success,TXN8154721258
48277,20240504,5,190,2,8,40572.58,Success,TXN6222092358
48278,20260226,67,158,1,5,8398.69,Success,TXN9023484654
48279,20260306,240,151,1,5,43676.09,Failed,TXN1893776115
48280,20251212,314,70,1,10,262.44,Success,TXN3782072064
48281,20251215,268,31,1,4,363.77,Success,TXN8868329354
48282,20261020,427,73,3,6,5592.31,Success,TXN2942633786
48283,20261118,445,65,1,10,44408.46,Success,TXN5451238340
48284,20240403,495,101,1,4,2445.28,Success,TXN6488647675
48285,20240316,334,183,1,9,9200.16,Success,TXN6146114025
48286,20251207,313,53,2,9,1454.12,Success,TXN2864938119
48287,20240710,416,187,1,2,5798.39,Success,TXN2935918284
48288,20241008,229,165,1,4,8960.48,Success,TXN1469903795
48289,20251107,66,81,4,4,174.35,Success,TXN0196458189
48290,20240820,394,30,3,7,30007.59,Failed,TXN6239664259
48291,20241225,260,171,1,6,56.09,Success,TXN0488819751
48292,20260213,275,93,5,9,238.0,Success,TXN5687054099
48293,20251108,299,183,1,8,7291.9,Success,TXN8236149698
48294,20240602,54,67,1,3,12609.27,Success,TXN1853776958
48295,20250317,54,175,1,7,1820.34,Success,TXN0143372662
48296,20250918,46,118,1,7,1971.36,Success,TXN9466181249
48297,20240622,410,59,3,6,1964.99,Success,TXN5513707947
48298,20250915,18,93,1,5,538.62,Success,TXN5538007375
48299,20260109,194,99,2,9,46099.49,Success,TXN0016276865
48300,20250807,32,11,2,10,119.51,Success,TXN0223911628
48301,20250209,265,47,4,7,1807.8,Success,TXN3574011062
48302,20260624,88,149,2,3,766.66,Success,TXN9661921133
48303,20240828,497,36,2,4,3552.81,Success,TXN2419485845
48304,20260416,214,163,5,1,141.56,Success,TXN6990105030
48305,20260624,399,167,3,5,373.35,Success,TXN7424948515
48306,20260617,479,93,1,8,98.33,Success,TXN2284392515
48307,20260514,20,156,3,7,508.76,Success,TXN9055890930
48308,20240820,418,21,2,5,1476.51,Success,TXN0701206081
48309,20240102,441,90,3,2,2538.7,Success,TXN4718396577
48310,20240827,463,4,4,6,146.95,Success,TXN3818867662
48311,20260608,256,189,3,4,986.54,Success,TXN5672439181
48312,20250107,357,82,1,3,424.6,Success,TXN1270589730
48313,20250124,28,16,3,8,1200.49,Success,TXN7239501625
48314,20240103,283,140,1,7,14021.72,Success,TXN8051990930
48315,20250809,78,187,1,7,350.13,Success,TXN6951479304
48316,20261231,457,169,4,8,175.79,Success,TXN5939457531
48317,20250716,276,86,3,1,960.84,Success,TXN8044494964
48318,20241216,309,77,4,3,3263.21,Success,TXN6543156710
48319,20241216,112,104,1,6,1863.7,Success,TXN7258140593
48320,20241214,382,37,4,2,1799.06,Success,TXN9158435540
48321,20260113,68,39,3,3,4841.22,Success,TXN6222747505
48322,20240705,439,26,2,10,4196.51,Success,TXN9796621075
48323,20260130,110,17,1,8,14721.78,Success,TXN8130720557
48324,20260806,409,113,1,7,7254.34,Success,TXN1236142526
48325,20240426,79,16,3,10,350.33,Success,TXN6045955400
48326,20250910,84,151,1,4,5134.27,Success,TXN2102450587
48327,20260909,284,183,1,5,16432.67,Success,TXN3422647540
48328,20261114,264,128,1,9,6746.42,Success,TXN6886196995
48329,20261129,301,120,1,1,44664.77,Success,TXN2629801526
48330,20250204,131,153,2,9,8262.29,Success,TXN1184913751
48331,20240502,333,63,1,2,9784.6,Success,TXN5463257436
48332,20250213,158,15,2,4,35980.79,Success,TXN6384628387
48333,20261115,93,31,2,4,6051.27,Success,TXN8518816616
48334,20250505,187,77,2,8,37172.22,Success,TXN4801480237
48335,20261010,463,178,2,2,476.51,Success,TXN2283967879
48336,20250510,388,99,1,4,262.64,Success,TXN9932965593
48337,20250621,261,29,2,10,450.77,Success,TXN6365007250
48338,20241204,4,170,1,10,26680.01,Success,TXN0261731762
48339,20250401,28,128,5,7,9710.67,Success,TXN7019187976
48340,20250226,241,133,1,4,1031.09,Success,TXN8862766793
48341,20250414,252,133,1,9,810.62,Success,TXN6470642605
48342,20240108,480,84,1,5,489.46,Success,TXN0859101219
48343,20260323,306,185,5,9,125.39,Success,TXN2374141959
48344,20240129,422,153,5,4,39279.77,Success,TXN8104642691
48345,20260811,150,121,2,7,325.2,Success,TXN1023145016
48346,20250904,401,134,5,9,748.79,Success,TXN5890339993
48347,20250609,459,135,1,6,12181.81,Success,TXN9917007644
48348,20241224,41,166,4,5,29633.37,Success,TXN4996477371
48349,20241111,298,121,5,3,284.67,Failed,TXN4298195270
48350,20250415,305,166,1,7,3781.92,Success,TXN5585739835
48351,20250330,365,107,1,4,1281.07,Success,TXN8930322705
48352,20260514,300,45,1,10,45151.8,Success,TXN9907226402
48353,20260315,188,88,2,10,409.89,Failed,TXN2648131432
48354,20251204,33,38,1,4,1997.78,Success,TXN4465726205
48355,20250504,209,33,3,5,385.25,Failed,TXN5079532743
48356,20240525,64,114,1,2,1391.79,Failed,TXN0424544222
48357,20261116,223,12,1,4,9750.48,Success,TXN1068729537
48358,20241227,211,153,2,7,245.89,Success,TXN9015185394
48359,20241007,140,191,1,7,422.41,Success,TXN8375752014
48360,20241119,110,7,5,4,3128.56,Success,TXN4037337485
48361,20250503,498,44,1,7,652.02,Success,TXN2964464591
48362,20240521,186,114,1,9,336.58,Success,TXN0572783292
48363,20260128,274,137,3,4,311.33,Success,TXN7126374752
48364,20261127,300,26,1,10,442.81,Success,TXN4244532164
48365,20260730,399,88,3,6,215.51,Success,TXN6167907814
48366,20240730,173,167,1,1,439.79,Success,TXN7536619765
48367,20240202,184,61,2,5,6252.58,Success,TXN7960450359
48368,20250924,428,180,1,8,32582.37,Success,TXN1384372572
48369,20240319,355,143,6,2,404.79,Success,TXN3392785779
48370,20261111,181,181,1,2,5660.13,Success,TXN4294127893
48371,20241228,394,135,2,1,3340.66,Success,TXN0695536759
48372,20250224,428,40,1,6,48735.81,Success,TXN2986587554
48373,20240911,97,48,1,8,133.57,Success,TXN4314909780
48374,20240621,113,169,1,2,3268.89,Failed,TXN8873485983
48375,20240708,16,53,5,5,759.4,Success,TXN6723151283
48376,20250424,150,80,1,4,219.63,Success,TXN2215675901
48377,20250825,183,64,4,5,316.89,Success,TXN4655718717
48378,20250820,480,158,2,8,454.54,Success,TXN1055916535
48379,20251111,249,125,3,4,858.22,Success,TXN7631922255
48380,20250419,287,139,1,3,1087.43,Success,TXN0750340029
48381,20251110,150,17,1,6,9519.28,Success,TXN2239902796
48382,20261201,358,57,3,8,231.01,Failed,TXN7565265417
48383,20250123,111,103,1,5,425.26,Success,TXN3048324275
48384,20260314,209,190,1,5,249.33,Success,TXN4269430050
48385,20240707,248,139,1,7,8626.17,Success,TXN1444980590
48386,20251109,286,115,2,6,532.96,Success,TXN2188869636
48387,20251221,126,132,1,4,1533.76,Success,TXN6956665062
48388,20240524,468,15,5,8,6749.51,Success,TXN3781117998
48389,20240831,154,11,4,3,8368.33,Success,TXN9088645480
48390,20260902,94,31,2,7,1655.51,Refunded,TXN8326801853
48391,20261009,237,198,6,5,46505.59,Success,TXN1518187613
48392,20250829,122,154,1,2,56.85,Success,TXN0305525214
48393,20240411,97,13,2,4,34039.53,Success,TXN9700180805
48394,20250919,499,96,3,7,277.7,Success,TXN3954274358
48395,20250629,65,65,3,6,1151.75,Success,TXN8919648919
48396,20251014,390,120,3,8,1690.89,Success,TXN4613692735
48397,20250301,59,156,2,1,15085.83,Success,TXN1184746897
48398,20250508,379,47,3,8,227.74,Success,TXN6399755314
48399,20260204,371,104,2,5,674.2,Success,TXN0885014695
48400,20240217,113,187,2,3,32104.95,Success,TXN5531164564
48401,20240203,263,77,4,10,1308.38,Success,TXN8791467776
48402,20250103,381,51,2,1,379.36,Success,TXN1780289484
48403,20251215,178,56,1,3,7302.21,Success,TXN1749908197
48404,20251207,468,60,3,10,5111.45,Success,TXN2987941592
48405,20240327,140,46,1,5,3873.35,Success,TXN3855459579
48406,20260215,176,121,2,9,3612.47,Success,TXN2036560780
48407,20240307,90,33,6,1,414.76,Success,TXN1739590823
48408,20260920,477,122,4,1,251.5,Success,TXN8800339041
48409,20260802,434,200,1,10,1475.57,Success,TXN8065566157
48410,20240622,193,181,1,9,316.89,Success,TXN8134256015
48411,20260719,351,89,3,4,204.52,Success,TXN1254179683
48412,20240404,140,129,2,8,394.82,Success,TXN9988054763
48413,20261016,21,152,3,10,8351.94,Success,TXN3407377294
48414,20240306,341,57,1,8,1375.47,Success,TXN9100498446
48415,20250204,1,59,1,6,920.26,Success,TXN8282849024
48416,20240329,57,31,3,7,197.21,Success,TXN5695968974
48417,20250813,465,189,3,9,1867.5,Success,TXN6856863305
48418,20240809,484,29,4,8,1847.87,Success,TXN8304139453
48419,20260212,26,143,2,7,364.0,Success,TXN9273512608
48420,20260524,123,168,4,7,2436.52,Success,TXN3215031238
48421,20260104,311,185,1,1,45681.41,Success,TXN3978817317
48422,20250304,381,44,1,1,273.96,Success,TXN0885800463
48423,20261120,291,49,4,6,9679.07,Success,TXN2656744831
48424,20260104,153,88,2,2,197.86,Success,TXN9602420136
48425,20251006,157,94,1,7,204.16,Refunded,TXN4014538326
48426,20260101,168,12,2,4,22415.82,Success,TXN2041218841
48427,20250801,343,126,2,9,293.85,Success,TXN0022583937
48428,20250112,17,183,2,10,179.83,Success,TXN9176166329
48429,20260827,56,21,1,9,379.25,Success,TXN5734459179
48430,20260501,439,40,1,8,215.0,Success,TXN9080889463
48431,20260125,191,17,4,8,32959.39,Success,TXN8143326059
48432,20240816,291,30,1,9,163.43,Success,TXN3840596843
48433,20260814,91,62,1,3,1832.8,Success,TXN2242395873
48434,20240911,175,116,1,2,1599.99,Success,TXN7708379213
48435,20250621,422,193,3,10,12344.6,Success,TXN4257439675
48436,20250526,436,133,1,10,7024.21,Success,TXN6924116453
48437,20260412,280,95,4,1,30718.69,Success,TXN7416940811
48438,20250824,57,12,2,3,59.4,Success,TXN3036293116
48439,20261115,426,18,2,8,722.88,Success,TXN8161332860
48440,20240321,470,87,2,8,853.82,Success,TXN8315122352
48441,20240513,64,6,1,9,1789.61,Success,TXN7524554983
48442,20261022,231,115,1,3,154.36,Success,TXN7410404339
48443,20251101,380,111,2,8,1007.56,Success,TXN7182628978
48444,20260423,403,155,2,9,7316.31,Success,TXN0205785049
48445,20261015,249,97,2,3,1000.61,Success,TXN2069374482
48446,20240316,319,29,1,4,9673.89,Success,TXN8435699216
48447,20251230,420,169,3,3,6199.9,Success,TXN3828816182
48448,20240803,480,74,4,9,7719.27,Success,TXN2103225440
48449,20250522,174,25,1,10,269.38,Success,TXN3962154425
48450,20240322,23,141,6,6,1756.8,Success,TXN1912075772
48451,20250209,257,164,2,8,1510.99,Success,TXN4279941930
48452,20250628,339,39,4,4,750.8,Success,TXN4746632050
48453,20261224,331,4,3,4,1975.01,Success,TXN7911899858
48454,20261104,282,85,3,4,55.24,Success,TXN5288463450
48455,20240423,106,96,6,10,8120.59,Success,TXN4459158608
48456,20240427,10,41,3,2,26275.26,Success,TXN8388586262
48457,20240122,191,154,3,9,1329.09,Success,TXN0066040952
48458,20260505,429,175,2,3,1541.86,Failed,TXN8764131892
48459,20240609,163,108,1,4,5203.47,Success,TXN9282201155
48460,20260528,480,1,4,2,1582.07,Success,TXN1329713453
48461,20251117,82,116,3,10,46372.64,Success,TXN7682975902
48462,20241130,141,98,1,2,439.19,Success,TXN8184125178
48463,20241122,385,107,1,7,1281.17,Success,TXN3989208849
48464,20250529,123,54,3,4,48854.38,Success,TXN3408192980
48465,20240422,371,99,4,3,7847.34,Success,TXN2484856760
48466,20250127,458,104,2,2,139.98,Success,TXN4040970982
48467,20260702,183,33,6,2,8674.17,Success,TXN2450904207
48468,20250708,427,11,4,10,497.48,Success,TXN7186818729
48469,20260427,264,119,1,7,140.01,Success,TXN8550892609
48470,20250202,343,193,1,4,36302.16,Success,TXN3871407470
48471,20250620,384,187,1,4,1575.26,Success,TXN5154142798
48472,20240217,260,16,2,6,228.95,Success,TXN4800778977
48473,20240113,70,109,1,8,27300.03,Success,TXN8379615090
48474,20250302,246,196,3,3,188.5,Success,TXN1144693523
48475,20250806,459,154,4,10,1834.08,Success,TXN5194784321
48476,20260726,376,40,4,6,48400.93,Success,TXN0157385643
48477,20240605,279,35,1,2,132.7,Success,TXN7668591479
48478,20251212,357,75,4,3,83.39,Success,TXN6896960255
48479,20240103,2,4,3,6,7860.1,Success,TXN6982774938
48480,20250217,307,199,4,9,58.33,Success,TXN0853028473
48481,20240715,416,6,1,7,353.55,Success,TXN0387486972
48482,20251008,179,10,1,2,1562.73,Success,TXN0309186797
48483,20260319,421,80,6,4,17212.67,Success,TXN8720603082
48484,20250516,416,186,1,6,1318.03,Success,TXN8477379349
48485,20250911,413,162,2,4,5387.48,Success,TXN9788042975
48486,20250602,190,90,5,7,122.36,Success,TXN6926644181
48487,20241021,390,186,1,7,80.69,Success,TXN9757839431
48488,20260113,405,14,3,6,3579.42,Success,TXN1059454834
48489,20250610,274,153,2,2,457.46,Failed,TXN4935809395
48490,20241102,270,27,3,10,76.39,Success,TXN1122457472
48491,20251208,44,196,3,2,567.93,Success,TXN2923631844
48492,20250719,368,40,1,5,2075.29,Success,TXN2341912435
48493,20261205,435,71,2,6,7285.15,Success,TXN1474366633
48494,20260518,423,111,1,2,331.35,Success,TXN1252764641
48495,20250412,43,81,2,8,38922.16,Success,TXN3312355762
48496,20240709,424,6,1,8,172.32,Success,TXN1972269574
48497,20250917,95,30,1,8,549.86,Success,TXN0376014112
48498,20251008,158,16,6,3,388.5,Success,TXN8106033472
48499,20251017,136,172,1,6,984.09,Failed,TXN2806662372
48500,20250502,493,87,2,10,9147.59,Success,TXN4014185521
48501,20241211,342,10,3,1,815.87,Success,TXN1788282214
48502,20260511,184,144,3,8,59.02,Success,TXN6567464479
48503,20241227,311,45,1,7,25264.76,Success,TXN7851438744
48504,20250806,237,154,2,3,8224.89,Failed,TXN7920734494
48505,20260926,191,44,1,7,2496.04,Success,TXN8440203913
48506,20240131,19,68,4,5,3265.49,Success,TXN0393443932
48507,20240629,361,183,1,8,258.75,Success,TXN1621611293
48508,20250309,38,59,1,10,344.2,Success,TXN7574144659
48509,20240616,481,23,1,2,359.41,Success,TXN5695044343
48510,20241113,465,62,1,2,189.18,Success,TXN6481964148
48511,20250416,402,166,1,6,332.16,Success,TXN6882043845
48512,20260812,481,69,1,9,1122.52,Success,TXN8430851914
48513,20260225,394,77,1,5,349.73,Failed,TXN0544901016
48514,20240807,351,148,2,4,367.85,Success,TXN2092959748
48515,20251209,3,139,2,4,507.37,Success,TXN7438691024
48516,20251222,294,29,1,1,118.97,Success,TXN3467161491
48517,20250709,287,102,4,5,335.15,Success,TXN1371197500
48518,20250916,90,93,4,4,705.95,Success,TXN2189739780
48519,20260522,301,27,1,1,414.71,Success,TXN1765312980
48520,20240121,145,184,2,4,1834.61,Failed,TXN6184688922
48521,20241216,454,155,1,5,440.91,Success,TXN5469577653
48522,20260725,83,59,4,2,54.35,Success,TXN1116979488
48523,20260626,77,60,2,5,1912.16,Success,TXN8631201025
48524,20250307,240,35,1,3,3523.29,Success,TXN4349752933
48525,20260111,297,130,1,6,4618.61,Success,TXN0811249491
48526,20250603,362,153,1,5,1731.81,Success,TXN6110719512
48527,20260116,76,95,2,7,1832.11,Success,TXN4979163133
48528,20250307,244,35,1,9,44063.19,Success,TXN6733249384
48529,20260223,32,65,1,6,194.89,Success,TXN1317781810
48530,20260927,35,155,5,4,82.26,Success,TXN9834778723
48531,20240201,149,179,1,7,297.8,Success,TXN1837435623
48532,20251209,28,59,2,2,110.05,Success,TXN9683799192
48533,20261215,294,37,2,4,1002.86,Success,TXN4386014776
48534,20240926,486,79,3,10,176.19,Success,TXN5531306999
48535,20250929,422,48,1,5,250.68,Success,TXN0694301059
48536,20261101,84,174,3,1,1329.2,Success,TXN7211906137
48537,20241130,462,35,1,10,7763.67,Success,TXN2574820207
48538,20250915,373,62,1,3,204.62,Success,TXN1352842010
48539,20251217,377,22,1,6,412.22,Success,TXN3044134199
48540,20240729,431,108,3,6,496.49,Refunded,TXN2239508391
48541,20251102,404,56,1,8,8900.08,Success,TXN1171512414
48542,20250709,300,24,1,1,6999.01,Success,TXN7857705610
48543,20260126,344,20,2,1,9524.38,Success,TXN5660112032
48544,20250917,43,174,1,7,1414.95,Success,TXN1483767245
48545,20250309,189,87,1,10,430.32,Success,TXN4928392328
48546,20241026,183,146,3,9,235.0,Success,TXN9522196612
48547,20260212,322,197,1,2,1311.56,Success,TXN7338913821
48548,20250223,237,193,1,5,316.05,Success,TXN1084942931
48549,20261102,313,99,2,1,177.48,Success,TXN5198938266
48550,20250513,341,199,3,1,208.62,Success,TXN1540258339
48551,20240502,402,3,5,1,134.77,Success,TXN0442100251
48552,20250301,343,69,1,4,3611.0,Failed,TXN1372852907
48553,20240928,282,191,4,3,268.62,Success,TXN9405884087
48554,20250919,173,94,1,7,1975.67,Failed,TXN5078656881
48555,20240116,14,95,1,7,1381.02,Success,TXN6328281427
48556,20251008,280,59,1,5,22438.76,Success,TXN1272996390
48557,20260901,490,125,3,1,195.04,Success,TXN2975687405
48558,20251026,472,91,1,7,5103.61,Success,TXN6158769233
48559,20260106,95,67,4,6,7709.05,Success,TXN3058062844
48560,20260123,449,132,2,5,1467.86,Success,TXN9164471696
48561,20241004,480,166,2,3,498.41,Success,TXN9844597601
48562,20250902,173,161,5,3,10433.86,Success,TXN9547507001
48563,20240321,309,71,1,5,161.08,Success,TXN4917992540
48564,20261003,366,17,2,6,5795.43,Success,TXN0485720752
48565,20260401,377,74,1,2,410.82,Success,TXN8275297353
48566,20240507,371,184,1,3,69.5,Success,TXN6450078422
48567,20240505,408,187,3,2,607.65,Success,TXN6331288296
48568,20260713,267,62,1,2,5800.22,Success,TXN2307522906
48569,20250227,114,22,1,9,869.23,Success,TXN1196349951
48570,20241107,421,104,3,4,252.79,Success,TXN6601122888
48571,20240725,367,50,4,10,7397.05,Success,TXN6057970019
48572,20250808,234,118,1,3,497.66,Success,TXN6172979116
48573,20260921,266,125,4,3,154.77,Failed,TXN8772688230
48574,20240318,260,46,2,2,39071.44,Success,TXN2872437089
48575,20260125,187,94,5,10,4496.17,Success,TXN1002555990
48576,20250919,207,60,1,8,90.73,Success,TXN1231516857
48577,20260825,486,143,5,4,112.49,Success,TXN6236944770
48578,20251125,285,144,1,4,250.94,Success,TXN4492128921
48579,20241128,140,94,1,2,3378.6,Success,TXN3424658408
48580,20250223,290,111,2,7,7947.01,Success,TXN6270777971
48581,20260824,421,35,2,10,1187.11,Success,TXN3208943052
48582,20240712,234,84,1,10,750.46,Success,TXN9448481083
48583,20260524,442,173,1,10,26242.74,Success,TXN6393935993
48584,20241128,246,58,3,4,3190.86,Success,TXN1364037344
48585,20240107,350,134,1,5,193.47,Success,TXN1506521284
48586,20241205,457,44,6,1,47519.92,Success,TXN7340471518
48587,20260829,349,30,3,6,33854.76,Success,TXN2157874276
48588,20250410,42,41,1,1,718.76,Success,TXN3370603976
48589,20241101,105,16,1,7,4361.4,Success,TXN9288968674
48590,20241225,139,187,1,7,681.41,Success,TXN7595406438
48591,20260331,468,37,3,7,5475.69,Success,TXN1283681297
48592,20241225,122,184,4,1,155.19,Success,TXN6870680591
48593,20250404,12,132,2,4,3875.89,Success,TXN6206244688
48594,20250224,231,9,1,7,545.27,Success,TXN0217020268
48595,20260603,26,49,1,7,32957.39,Success,TXN9067570958
48596,20240726,416,81,1,4,463.84,Success,TXN5799844672
48597,20250206,147,39,5,7,8259.3,Success,TXN4167669111
48598,20241116,90,89,1,7,8571.69,Success,TXN1033213778
48599,20240703,162,126,1,2,443.47,Success,TXN8067244697
48600,20241018,253,106,3,3,27594.21,Success,TXN9592006918
48601,20250929,246,183,2,6,5228.54,Success,TXN7665500338
48602,20251209,305,156,2,5,43501.1,Failed,TXN9569465685
48603,20240313,391,181,2,9,435.57,Success,TXN0413306548
48604,20250115,429,157,6,5,365.7,Success,TXN2941743588
48605,20240710,403,28,5,1,274.91,Success,TXN1817435453
48606,20250928,363,40,1,2,1316.24,Success,TXN6440044231
48607,20250302,397,108,2,1,1061.87,Success,TXN2479105418
48608,20240717,258,57,3,6,5941.71,Success,TXN0654939792
48609,20260515,265,57,3,7,441.75,Success,TXN9328795854
48610,20251028,131,161,3,10,583.85,Success,TXN8149992297
48611,20251006,307,58,2,4,3967.03,Success,TXN4999289878
48612,20260502,315,141,1,3,8791.56,Success,TXN8368304170
48613,20240925,42,159,3,4,133.79,Success,TXN4001990795
48614,20240911,153,154,2,3,3675.11,Success,TXN4665812655
48615,20260724,7,73,1,5,22401.35,Success,TXN8750042169
48616,20261113,106,62,2,10,85.27,Success,TXN4871090314
48617,20261229,478,192,1,2,125.86,Success,TXN4809443876
48618,20240626,233,151,1,3,174.62,Success,TXN9533694192
48619,20260806,29,11,1,10,6792.3,Success,TXN7861275741
48620,20260731,6,134,5,2,2730.66,Success,TXN2232966103
48621,20240424,347,8,4,5,3849.77,Success,TXN7473370142
48622,20261202,46,151,4,5,1471.05,Success,TXN2070517427
48623,20260513,273,113,1,6,1384.8,Success,TXN3659126087
48624,20260627,153,140,1,8,1128.26,Success,TXN0176979554
48625,20250808,198,92,3,8,210.41,Success,TXN2637222404
48626,20251224,433,83,1,8,1237.33,Success,TXN3633377276
48627,20251205,152,97,2,7,511.05,Success,TXN3856472846
48628,20250425,128,149,2,5,451.31,Success,TXN1614899778
48629,20250315,462,189,1,7,2164.72,Success,TXN2391111932
48630,20261210,36,118,1,10,354.61,Success,TXN0350234605
48631,20250215,335,50,1,3,455.95,Success,TXN6422480258
48632,20240204,164,152,5,4,111.82,Success,TXN2782076937
48633,20241026,345,67,3,3,917.1,Success,TXN1012792600
48634,20260826,252,41,1,6,6165.66,Success,TXN7543069370
48635,20250923,142,107,1,9,3187.05,Success,TXN5026776868
48636,20241202,327,154,1,1,7885.55,Success,TXN1030132730
48637,20260611,83,198,4,10,344.97,Success,TXN3581503862
48638,20250513,314,42,3,8,1829.38,Success,TXN9398623454
48639,20261104,280,26,3,4,1420.47,Success,TXN1548756034
48640,20260601,437,55,3,3,475.1,Success,TXN2774536693
48641,20260813,195,96,2,6,2536.61,Success,TXN6585438258
48642,20251104,287,188,5,8,1730.46,Success,TXN1563478163
48643,20260619,382,171,5,8,474.08,Success,TXN1892968661
48644,20250327,269,56,1,3,3981.2,Success,TXN7987434163
48645,20240701,82,67,2,7,4199.56,Success,TXN1809988106
48646,20241113,293,133,1,1,5228.03,Success,TXN0463397590
48647,20260110,384,148,2,8,67.54,Success,TXN8598798776
48648,20250722,6,32,2,8,284.42,Success,TXN2062808444
48649,20251103,66,185,2,2,484.52,Success,TXN7714476030
48650,20260521,68,1,3,9,363.43,Success,TXN7922563907
48651,20240930,331,131,5,10,4776.49,Failed,TXN5437331117
48652,20261121,334,181,1,4,968.19,Success,TXN1947465022
48653,20240907,196,195,1,9,6955.2,Success,TXN7314827388
48654,20250329,32,126,1,5,279.52,Success,TXN8004915766
48655,20251229,295,141,3,7,192.5,Success,TXN4397904138
48656,20240305,112,143,4,1,731.27,Success,TXN4377564473
48657,20240914,486,97,6,4,496.39,Success,TXN0968847364
48658,20241118,27,139,4,5,9365.54,Success,TXN0340529569
48659,20241015,71,50,3,5,714.85,Success,TXN4855982872
48660,20240625,427,159,1,7,675.13,Success,TXN3458821453
48661,20261101,42,166,1,10,337.37,Success,TXN0443496855
48662,20241124,309,78,1,1,31607.42,Success,TXN1796020020
48663,20260303,437,163,6,3,933.55,Success,TXN6207039721
48664,20260404,95,2,2,10,2869.41,Success,TXN3033273044
48665,20260813,202,58,1,8,3723.18,Success,TXN9666340635
48666,20261025,430,69,1,7,739.16,Success,TXN2029498728
48667,20240625,290,111,1,6,1032.88,Success,TXN1856281120
48668,20241217,325,134,3,1,99.72,Success,TXN6470513716
48669,20260620,121,118,1,7,1325.35,Success,TXN3179929935
48670,20240829,142,74,3,6,231.75,Success,TXN6952028519
48671,20251216,405,143,1,6,4465.98,Success,TXN4927958093
48672,20260918,15,10,3,1,3596.87,Success,TXN4337047308
48673,20241018,214,175,1,4,650.86,Success,TXN6559111571
48674,20241208,108,40,1,8,890.42,Success,TXN5766605830
48675,20260825,337,43,1,4,1040.64,Success,TXN6261645214
48676,20241230,357,2,1,7,357.78,Success,TXN0532089941
48677,20250422,153,152,1,4,7310.33,Success,TXN4275363022
48678,20240205,466,115,3,2,375.24,Success,TXN5773939380
48679,20251110,291,77,1,9,26520.85,Success,TXN3825653911
